id,question,theme
1490,What type of architecture do some consider metaphoric architecture to be a development of?,Architecture
1491, What are two examples of non-metaphoric architecture?,Architecture
1492,What are biomorphism and zoomorphic architecture not based after design wise?,Architecture
1493,When was the start of the  architectural phenomenology movement?,Architecture
1494,What was  architectural phenomenology reacting to?,Architecture
1495,What were the architectural phenomenologists hoping to expand?,Architecture
1496,"Who called postmodern architecture a ""decorated shed""?",Architecture
1497,What term did Venturi use for brutalist and mondernist buildings?,Architecture
1498,When was the end of the architectural phenomenology movement?,Architecture
1499,What happened in the early 1950s?,Architecture
1500, What was architectural phenomenology not reacting to?,Architecture
1501,About when did architecture begin specializing?,Architecture
1502,Who can no longer design a large structure?,Architecture
1503,What two architectural movements have come under criticism for their focus on individuality? ,Architecture
1504, About when did architecture stop specializing?,Architecture
1505,When did complexity of buildings began to decrease? ,Architecture
1506,What issue has moved to the forefront in recent years?,Architecture
1507,What do architecture schools look at more and more nowadays?,Architecture
1508,Who was the first to design architecture environmentally?,Architecture
1509,Who was known for focusing on the environment in the 1960s?,Architecture
1510,What organization's rating system promotes sustainability?,Architecture
1511, Who was the last to design architecture environmentally?,Architecture
1512, Who was known for focusing on the environment in the 1970s?,Architecture
1513,What organization's rating system discourages sustainability?,Architecture
1514,What are three things the new movements try to achieve?,Architecture
1515,What are three old movements that have a focus on sustainability?,Architecture
1516,What kinds of buildings and building developments are the old movements not in favor of?,Architecture
1517, What are three things the old movements try to achieve?,Architecture
1518,What older architectural movements do the older movements not go along with?,Architecture
1519,What does ISP stand for?,Internet_service_provider
1520,What forms can an isp be organized in?,Internet_service_provider
1521,What are the initials for an Internet service proxy?,Internet_service_provider
1522,What kind of service providers are always commercial providers?,Internet_service_provider
1523,What kind of organization are all for profit?,Internet_service_provider
1524,What type of organization provides internet access?,Internet_service_provider
1525,What kind of organization blocks Internet access,Internet_service_provider
1526,Why was the internet developed?,Internet_service_provider
1527,when was the internet developed?,Internet_service_provider
1528,what happened to the internet in the late 1980s?,Internet_service_provider
1529,When were remaining restrictions on the internet removed?,Internet_service_provider
1530,how long after the introduction of the world wide web was 1995?,Internet_service_provider
1531,What was developed as a way for various universities to communicate with each other?,Internet_service_provider
1532,What process was set up by the early 1980s?,Internet_service_provider
1533,When was the Internet further restricted?,Internet_service_provider
1534,What happened four years after the introduction of the World Wide Web?,Internet_service_provider
1535,Where were the first isps established?,Internet_service_provider
1536,when was the first commercial isp customer served?,Internet_service_provider
1537,when were the first commercial isps established?,Internet_service_provider
1538,Where was the first ISP S established in 1999?,Internet_service_provider
1539,how did president obama recommend to classify the internet? ,Internet_service_provider
1540,what did the fcc choose to apply to the internet? ,Internet_service_provider
1541,What did the implementation of net neutrality permit?,Internet_service_provider
1542,What was net neutrality a solution to?,Internet_service_provider
1543,When did the FCC rule on net neturality?,Internet_service_provider
1544,How did the FCC rule on net neutrality?,Internet_service_provider
1545,what did the FCC adopt for the internet? ,Internet_service_provider
1546,what amendment did the chairman of the FCC compare this ruling to? ,Internet_service_provider
1547,Who ruled against neutrality in February 2015?,Internet_service_provider
1548,What to ask did FCC rule against?,Internet_service_provider
1549,When did the FCC publish its final rule on net neutrality regulations?,Internet_service_provider
1550,What do ISPs provide?,Internet_service_provider
1551,what is one type of technology used to connect to the internet? ,Internet_service_provider
